State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Total_Power_Parity,sex_ratio,literacy_rate
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,TAMIL NADU,1353445,682658,670787,978946,536487,442459,249008,1105,1047411,208038,91139,154,86,29,36,291400,5172,22379,290478,126761,2340,100.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,TAMIL NADU,3482056,1781571,1700485,2285562,1285107,1000455,580512,119369,3326357,95487,53841,412,174,992,246,835377,20660,63867,572813,597539,8169,100.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,TAMIL NADU,1339101,668672,670429,959744,526304,433440,227746,790,1186078,74310,75481,150,80,109,24,314270,5773,24456,309224,143193,2456,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,TAMIL NADU,2405890,1182416,1223474,1790998,944264,846734,455062,3561,2075870,190814,133971,231,795,1256,148,555582,13495,42912,479070,274302,4914,100.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,TAMIL NADU,1245899,625683,620216,870080,479403,390677,258200,1835,1148990,56751,37574,152,79,28,74,312310,4667,18830,189328,221295,2642,100.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,TAMIL NADU,3728104,1876062,1852042,2791721,1495711,1296010,821646,47243,3325823,143093,233633,1422,951,3693,530,909400,75634,174279,387237,732196,7731,100.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,TAMIL NADU,1264277,626693,637584,946471,503085,443386,430927,3034,1132785,96092,33192,258,151,279,64,303114,4416,15535,321331,86848,2272,100.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,TAMIL NADU,2464875,1235889,1228986,1626813,909803,717010,565329,90954,2294369,91636,66987,232,157,7898,110,549077,6445,27529,563102,147061,4189,100.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,TAMIL NADU,3936331,1961688,1974643,2773928,1504355,1269573,860212,72955,3397857,414760,111390,676,438,3514,251,865913,20623,69912,653499,486801,8092,100.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,TAMIL NADU,1942288,967709,974579,1398788,760375,638413,399831,2294,1822626,47838,67405,245,87,98,75,505950,10219,37357,363782,370942,4300,100.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,TRIPURA,378230,194544,183686,276217,151643,124574,61688,210608,307120,8256,22940,175,39120,85,206,46875,273,5067,89457,14071,455,100.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,TRIPURA,693947,352860,341087,520402,275646,244756,114968,179426,507967,105737,44062,151,34717,307,70,81601,997,10310,150437,42184,848,100.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,TRIPURA,876001,447544,428457,646810,351082,295728,140168,344835,736015,49258,39258,245,49420,106,808,133744,948,10393,219171,44906,1118,100.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,TRIPURA,1725739,879428,846311,1361354,722998,638356,338094,431944,1512801,152791,53622,499,2128,362,430,314567,6394,36186,289621,217016,2817,100.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,UTTAR PRADESH,4418797,2364953,2053844,2680510,1614594,1065916,991325,7255,3922718,411313,10076,12057,4049,21508,384,536402,27183,82012,496971,406852,5982,100.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,UTTAR PRADESH,3673889,1951996,1721893,2092567,1283380,809187,755254,629,2904140,729283,7635,5875,2582,2805,91,268120,13634,58336,582117,275942,4290,100.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,UTTAR PRADESH,5954391,3131807,2822584,3665727,2199340,1466387,1309851,7955,5102041,796756,13782,4377,4391,2247,305,391542,24122,85491,983266,265304,7224,100.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,UTTAR PRADESH,2397888,1212410,1185478,1486939,846676,640263,591125,746,1985654,401678,2536,869,1817,235,33,99581,2509,27308,501559,65031,2797,100.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,UTTAR PRADESH,1379545,740040,639505,930836,546198,384638,391622,150,1273546,101963,1004,371,332,228,444,65479,2404,14279,255836,58438,1510,100.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,UTTAR PRADESH,4613913,2285004,2328909,2771917,1559414,1212503,1171378,9327,3878626,718692,3810,719,5652,183,226,183381,6652,47324,891024,80434,5419,100.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,UTTAR PRADESH,1303048,700070,602978,797970,489858,308112,149060,14,917474,364583,1840,483,161,16139,25,119121,2989,19999,246055,69991,1514,100.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,UTTAR PRADESH,3487731,1843884,1643847,1398368,878285,520083,509307,11159,2291892,1169330,6400,8212,2793,1177,38,85814,2681,35463,698520,61742,3060,100.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,UTTAR PRADESH,3239774,1672902,1566872,1963590,1160960,802630,494698,110114,3004240,213440,4463,892,1595,233,64,119972,4672,42969,564927,64454,3634,100.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,UTTAR PRADESH,2148665,1114721,1033944,868357,544943,323414,277212,24887,1333242,805975,3228,900,1866,198,87,57400,1551,15510,410070,35768,2174,100.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,UTTAR PRADESH,1799410,965876,833534,1002937,630626,372311,387855,163,1637549,157612,1367,231,168,916,50,73522,1655,18612,378056,67569,1949,100.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,UTTAR PRADESH,3260699,1707073,1553626,1692458,1010518,681940,864559,610,2505444,737106,4857,2090,1553,3016,211,108116,3159,26293,635840,79068,3230,100.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,UTTAR PRADESH,4448359,2357665,2090694,2191759,1342697,849062,557150,3227,2830768,1536534,14822,28187,4371,931,339,272830,15164,56575,631613,362798,5126,100.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,UTTAR PRADESH,2464464,1255272,1209192,1393783,819719,574064,513959,3620,2082976,364510,3493,900,9753,107,99,108101,3423,30244,513960,31065,2775,100.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,UTTAR PRADESH,3682713,1921215,1761498,2135393,1241471,893922,787444,3058,2032081,1585210,6184,50624,1736,2134,41,268353,7303,37341,683875,224648,4310,100.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,UTTAR PRADESH,3499171,1845260,1653911,2031656,1253314,778342,725600,198,2707195,777407,4088,2765,669,1572,86,223922,7865,38225,658449,221628,4534,100.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,UTTAR PRADESH,1952756,1017905,934851,1174606,699454,475152,446786,41725,1727869,215081,2153,1389,340,100,1175,99602,3492,20762,344937,50822,2183,100.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,UTTAR PRADESH,991730,527721,464009,531072,330339,200733,266655,366,955372,34559,693,63,101,285,27,41046,827,9437,207237,23558,1019,100.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,UTTAR PRADESH,3100946,1537436,1563510,1875239,1079288,795951,468663,109894,2730957,358539,3626,818,1182,209,146,150001,4469,36068,597778,67928,3643,100.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,UTTAR PRADESH,1774480,947339,827141,1055202,647042,408160,281011,140,1611126,146346,2464,708,2887,5671,18,69591,2635,19712,334246,67752,3461,100.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,UTTAR PRADESH,1581810,845856,735954,1062003,623583,438420,388283,169,1457892,113961,1362,1045,1733,3917,94,113098,2964,21506,265643,85483,1825,100.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,UTTAR PRADESH,2470996,1259628,1211368,1450901,838339,612562,555047,931,2094271,365806,3225,1912,737,358,185,127754,4746,28625,510378,79288,2985,100.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,UTTAR PRADESH,1885204,1006240,878964,1092677,654827,437850,312712,230,1596278,276846,3137,3160,3161,487,100,88081,2624,18733,316647,94843,2058,100.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,UTTAR PRADESH,2632733,1384722,1248011,1512166,911003,601163,651480,340,2274674,350700,2201,402,172,199,47,75263,3385,33501,558807,77733,2868,100.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,UTTAR PRADESH,2498156,1332046,1166110,1521806,912314,609492,473890,2565,2140745,314812,3370,1804,3395,19077,61,196080,5834,31797,349747,185621,2940,100.0,61.0
