State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Total_Power_Parity,sex_ratio,literacy_rate
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,JAMMU AND KASHMIR,1236829,651124,585705,748584,431746,316838,1068,8935,42540,1177342,2746,12187,285,74,2,165403,16413,33831,4518,257721,3099,100.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,JAMMU AND KASHMIR,554985,296784,258201,322354,197543,124811,138569,56309,489044,59771,1962,3418,106,57,235,73999,1214,5744,148664,34696,1278,100.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,JHARKHAND,2062330,1072807,989523,1273520,759088,514432,299227,255626,1636460,241451,13730,4174,1890,2045,160524,274726,9754,37997,250312,258452,3604,100.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,JHARKHAND,1042886,533935,508951,510061,303902,206159,340553,45563,903179,116710,6565,888,35,129,12936,27037,590,9115,200974,14528,817,100.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,JHARKHAND,1492073,775022,717051,793538,489837,303701,190036,180962,1165140,302626,6027,143,188,282,16067,130193,1944,13550,257373,64337,1267,100.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,JHARKHAND,2684487,1405956,1278531,1722204,1014950,707254,437309,233119,2149480,431762,11243,9727,331,1268,77182,427173,11568,46646,258764,405455,3954,100.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,JHARKHAND,1321442,668514,652928,672409,406275,266134,79614,571077,1044726,106865,86404,234,267,162,78622,62110,1193,10396,303697,23281,1323,100.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,JHARKHAND,1322784,683575,639209,653476,405161,248315,319946,205874,1104475,194680,17168,123,371,20,4591,29373,565,8881,272872,19180,1017,100.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,JHARKHAND,2445474,1258098,1187376,1253475,783736,469739,325493,238188,1856202,508586,14645,937,650,1503,59218,125431,1944,19976,452564,46886,2384,100.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,JHARKHAND,1313551,677927,635624,604519,376212,228307,115567,279208,937126,289182,37795,97,128,115,47067,43230,874,11925,276454,15576,1057,100.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,JHARKHAND,1025213,514390,510823,559720,321795,237925,32459,706754,309563,51429,202449,221,531,23,457468,31687,831,7807,216629,16445,849,100.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,JHARKHAND,791042,404830,386212,426312,258260,168052,72885,240489,550560,164406,4419,520,118,783,68564,49419,808,4959,165555,20113,540,100.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,JHARKHAND,726978,369666,357312,350682,209706,140976,154910,331096,473049,69808,47653,120,128,16,133525,38194,340,6240,146377,14137,547,100.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,JHARKHAND,461790,232629,229161,259707,149568,110139,15330,262734,112378,95012,16770,51,33,15,235987,28769,351,2954,96759,14725,388,100.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,JHARKHAND,900422,452661,447761,352881,206989,145892,28469,379054,410127,322963,75865,356,283,222,88760,31414,328,4535,200588,16587,691,100.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,JHARKHAND,1939869,1006302,933567,1024563,621706,402857,536382,181208,1683169,238295,6164,734,188,284,5681,68238,2155,19981,355529,52375,1515,100.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,JHARKHAND,2914253,1494937,1419316,1911433,1085244,826189,152943,1042016,1612239,410759,193974,4826,932,2733,677445,350908,22538,76565,420740,310242,3805,100.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,JHARKHAND,1150567,589391,561176,483263,287303,195960,72341,308343,628044,398243,83208,198,245,125,38426,34879,591,9563,223450,37543,954,100.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,JHARKHAND,599578,300309,299269,343483,191991,151492,44674,424407,201524,15103,306601,51,753,114,73930,16865,423,4649,144169,11114,496,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,KARNATAKA,1889752,950111,939641,1113412,641388,472024,319149,97203,1634229,219991,3433,443,412,25198,166,301389,3745,26297,324799,165858,2890,100.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,KARNATAKA,990923,509172,481751,688749,385311,303438,213700,52903,890429,92252,5368,389,272,1045,85,214253,3729,17066,231052,95410,1422,100.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,KARNATAKA,4779661,2423063,2356598,3052032,1725548,1326484,577418,297198,4038331,528412,18418,2037,1086,178310,149,808827,17560,73497,962777,356198,7045,100.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,KARNATAKA,2452595,1236954,1215641,1421621,813440,608181,517409,451406,2103633,320834,14014,1029,284,8044,54,440374,9626,40190,371604,251876,3886,100.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,KARNATAKA,1703300,870665,832635,1042673,597198,445475,399785,235822,1289709,335184,35438,1145,30453,680,521,271439,3971,36072,287134,102269,2448,100.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,CHHATTISGARH,255230,128663,126567,86919,54076,32843,10122,204189,245151,1617,2709,68,1649,15,3793,12516,117,1462,50449,7942,1387,100.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,KARNATAKA,2177331,1111022,1066309,1248268,730566,517702,442773,39314,1786830,369588,2433,558,374,8665,499,326594,4987,36571,396449,131041,2938,100.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,KARNATAKA,1137961,566622,571339,818345,438257,380088,253651,44970,1004553,101235,26000,182,109,4710,4,238505,4510,18727,311660,80766,1996,100.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,KARNATAKA,1659456,840843,818613,1087392,607188,480204,389117,302554,1520553,128751,3175,322,84,3778,128,307257,5711,28897,349704,97644,2374,100.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,KARNATAKA,1945497,986400,959097,1308540,720637,587903,392595,233112,1658465,265805,5420,307,164,6417,1743,372671,7320,39416,354680,176011,3062,100.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,KARNATAKA,1847023,937206,909817,1301664,711776,589888,177855,87548,1390020,386834,28747,1486,715,29037,2748,347962,15013,49585,199707,283397,3519,100.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,KARNATAKA,1064570,537147,527423,700177,397178,302999,174196,61654,907750,143665,3432,231,79,5993,74,198064,3373,15625,180066,111906,1699,100.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,KARNATAKA,2566326,1301755,1264571,1427368,828359,599009,648782,65259,2011014,513125,8344,826,9589,4865,330,404767,9752,52483,400704,199303,5378,100.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,KARNATAKA,1776421,883667,892754,1225256,668836,556420,345031,32329,1630814,120011,15611,289,623,5820,3,400702,4851,23444,496103,132878,2743,100.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,KARNATAKA,1597668,819128,778540,1085443,603793,481650,219976,141380,1281878,297927,2406,419,68,9834,702,295937,2456,17819,315076,98488,2240,100.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,KARNATAKA,554519,274608,279911,412877,215302,197575,73584,58054,448986,87274,17130,139,126,250,220,113931,3308,10758,181182,31792,942,100.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,KARNATAKA,1536401,776396,760005,1016219,564110,452109,465867,78875,1305431,199873,26722,253,150,2494,92,309494,5051,27235,326567,151042,3389,100.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,KARNATAKA,1389920,699926,689994,809085,468785,340300,258608,164271,1218024,161770,4081,296,85,2898,461,223166,2135,15263,272968,64681,1889,100.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,KARNATAKA,1805769,905085,900684,1149649,638668,510981,265294,22402,1712695,77801,8506,322,299,3607,109,391033,3367,20265,458867,103435,2628,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,KARNATAKA,3001127,1511600,1489527,1962180,1063766,898414,536643,334547,2631985,290549,39361,1255,16194,14419,493,640868,28397,80086,540596,380386,4995,100.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,KARNATAKA,1928812,964511,964301,979769,577213,402556,400933,367071,1634062,272022,10394,538,2265,4156,29,314547,5200,33903,330446,125402,2672,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,KARNATAKA,1752753,877415,875338,1263016,674938,588078,308158,65412,1479424,234664,26521,400,120,9234,367,363835,8791,35207,352444,201662,3119,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,KARNATAKA,2678980,1350594,1328386,1813391,1006024,807367,506901,209559,2413812,245923,9130,477,187,5067,161,562769,7971,41751,685443,204799,4067,100.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,KARNATAKA,1177361,562131,615230,926429,465704,460725,75429,52897,1009179,96740,65838,232,161,4534,155,224814,9070,24817,269817,115572,2100,100.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,KERALA,2127789,1013142,1114647,1852797,890552,962245,201211,6574,1460447,224545,435056,268,146,74,311,507913,28842,71593,331419,392117,3368,100.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,KERALA,3282388,1619557,1662831,2855676,1425723,1429953,268411,16559,1509557,514397,1248137,860,614,1176,1083,771287,88737,184167,369694,804997,6274,100.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,KERALA,1108974,552808,556166,923010,471881,451129,145486,55815,541854,82206,481507,100,189,44,384,244844,8250,24863,391610,20823,1374,100.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,KERALA,2523003,1181446,1341557,2138434,1012956,1125478,83350,41371,1509592,742483,262526,424,1118,193,722,511167,32653,83940,306288,566191,4432,100.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,KERALA,1307375,628613,678762,1037492,516476,521016,53283,48857,729987,486913,87454,151,362,130,152,237670,10378,32484,251641,166164,1988,100.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,KERALA,2635375,1246968,1388407,2240273,1074345,1165928,328263,10761,1697635,508500,421598,208,272,63,619,630767,31542,83133,523715,401415,3910,100.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,KERALA,1974551,968289,1006262,1749798,861592,888206,153909,21972,983598,126499,858608,204,358,83,565,464039,37849,83999,481967,196194,3071,100.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,KERALA,3086293,1470942,1615351,2615443,1266939,1348504,199191,15228,1734958,1211131,131516,297,235,601,588,641660,36791,107602,323793,666543,4594,100.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,KERALA,4112920,1960328,2152592,3311315,1597404,1713911,308266,22990,1135259,2888849,81556,205,179,68,579,730119,27909,119918,634543,522586,4838,100.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,KERALA,2809934,1359478,1450456,2239492,1122600,1116892,403833,48972,1875980,812936,114397,220,238,78,400,587583,27162,69440,665899,228442,3929,100.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,KERALA,3301427,1581678,1719749,2785408,1354857,1430551,372977,26759,2194057,452915,630573,404,301,76,1082,783872,71621,155321,559293,609824,5770,100.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,KERALA,3121200,1480763,1640437,2678548,1282261,1396287,324350,9430,1823442,532839,757484,259,278,62,585,721625,56148,132774,336748,715119,5612,100.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,KERALA,817420,401684,415736,645585,328136,317449,32578,151443,404460,234185,174453,61,312,1797,286,149864,4712,15944,266183,11805,1095,100.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,MADHYA PRADESH,749237,379114,370123,436595,254120,182475,74385,358543,686524,21473,2132,606,86,1653,35434,81338,1290,7266,147388,60325,787,100.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,MADHYA PRADESH,845071,443837,401234,469109,290304,178805,175764,82072,778214,40707,635,8009,1352,15094,27,84720,619,6016,169606,37135,861,100.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,MADHYA PRADESH,1701698,842178,859520,1147623,626468,521155,125426,383026,1519384,38542,5295,1050,72162,4778,58064,277927,1712,13306,400074,70793,1709,100.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,MADHYA PRADESH,1385881,699340,686541,549926,313642,236284,87991,962145,1318869,58222,2967,2361,416,2289,263,181139,1158,8516,250358,48912,1336,100.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,MADHYA PRADESH,1575362,799236,776126,939769,529783,409986,159296,667018,1505745,37590,3271,1078,9651,3759,13048,230974,2109,13755,318945,87704,1845,100.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,MADHYA PRADESH,1703005,926843,776162,1094917,676513,418404,374799,6131,1595400,66776,973,4047,12215,19950,73,107819,1166,14368,271211,88385,1786,100.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,MADHYA PRADESH,2371061,1236130,1134931,1660690,920314,740376,357516,69429,1755861,525434,23432,10789,21688,25950,335,452912,40788,94729,118893,581826,4298,100.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,MADHYA PRADESH,757847,388504,369343,408679,233073,175606,64254,230095,552526,180840,1199,1074,19883,1884,99,112420,986,5058,115979,62861,989,100.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,MADHYA PRADESH,1762375,936121,826254,943033,572010,371023,405313,73597,1676918,70351,1980,968,250,10409,102,176056,1880,15567,375869,95048,1947,100.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,MADHYA PRADESH,2090922,1064468,1026454,1294198,731294,562904,232244,769778,1923920,100692,4893,2258,24471,7830,25771,344875,3588,20034,413142,140802,2513,100.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,MADHYA PRADESH,1264219,661873,602346,747715,445737,301978,246337,166295,1186420,47966,1681,1096,119,25005,82,187731,1432,10504,303387,66514,1359,100.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,MADHYA PRADESH,786754,420157,366597,491445,303815,187630,200270,15061,747693,28483,683,490,7923,453,10,97696,616,5251,160453,43401,951,100.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,MADHYA PRADESH,1563715,805359,758356,925369,550716,374653,292007,272701,1376591,174259,2355,2330,382,6497,72,270457,3518,16523,274995,101014,1899,100.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,MADHYA PRADESH,2185793,1112725,1073068,1077338,638479,438859,145436,1222814,2051219,116202,2261,1607,328,12199,88,349639,2388,18626,412348,103364,2470,100.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,MADHYA PRADESH,704524,351913,352611,378714,222759,155955,39782,455789,605435,6736,4238,260,61,687,84006,62372,554,6447,218021,9774,652,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,MADHYA PRADESH,1241519,649362,592157,653980,400537,253443,193115,190819,1172248,49203,1208,3271,529,13474,52,144248,2482,11740,212765,72320,1302,100.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,MADHYA PRADESH,2032036,1090327,941709,1357210,803114,554096,393068,72133,1835299,141735,4119,24790,4361,18058,217,306859,15779,46454,172720,272172,2830,100.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,MADHYA PRADESH,570465,294838,275627,352550,203807,148743,92865,159678,527462,38640,683,676,93,1573,55,95066,986,5376,112714,31845,619,100.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,MADHYA PRADESH,1241350,648725,592625,810644,469199,341445,205007,197300,1175203,52269,4453,3127,1550,3888,107,198076,2871,14456,209650,105746,1535,100.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,MADHYA PRADESH,3276697,1699627,1577070,2309130,1289631,1019499,545239,217679,2728225,415142,18523,25696,11496,71667,720,593576,48691,111478,200371,587947,5783,100.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,MADHYA PRADESH,2463289,1277278,1186011,1756468,980307,776161,348029,375231,2159065,203652,23142,13256,4320,33728,21010,452023,20443,58601,272284,352477,3776,100.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,MADHYA PRADESH,1025048,515023,510025,352081,214582,137499,17427,891818,960925,15733,38423,141,65,8871,388,125411,744,5591,211080,24713,1612,100.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,MADHYA PRADESH,1292042,662013,630029,790773,460583,330190,155717,317699,1240650,37232,3158,1167,157,5342,2643,172416,2179,13094,276151,72880,1476,100.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,MADHYA PRADESH,1054905,525272,529633,604962,348033,256929,48425,610528,849518,16558,12450,436,297,1789,170533,143803,912,9042,279674,37258,1043,100.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,MADHYA PRADESH,1340411,682851,657560,834591,502898,331693,249024,33092,1192588,125548,1120,849,242,19029,77,239885,2324,12507,302287,81832,1475,100.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,MADHYA PRADESH,1965970,1068417,897553,1179685,747652,432033,421519,17030,1875495,76159,1092,557,3234,6681,92,131486,1781,20172,319298,95288,1924,100.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,MADHYA PRADESH,826067,422653,403414,508834,307889,200945,111162,71441,741288,67324,1508,1110,224,14165,115,145258,1945,8342,174235,67962,1026,100.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,MADHYA PRADESH,1016520,533480,483040,552559,332140,220419,207990,170879,974748,35214,418,186,37,4734,218,76097,653,8501,256744,32179,1034,100.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,MADHYA PRADESH,1331597,700358,631239,820220,479093,341127,225891,205006,1195235,120331,1725,2262,253,10637,190,194373,1141,9931,251272,74441,1460,100.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,MADHYA PRADESH,1545814,790212,755602,804245,488797,315448,295718,53751,1433879,106928,1243,460,121,1599,50,231130,1611,12718,331894,69823,1629,100.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,MADHYA PRADESH,1455069,738241,716828,825880,485090,340790,198612,409865,1267043,151071,3996,1353,175,29353,123,213825,3644,14905,266716,107151,1700,100.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,MADHYA PRADESH,2365106,1225100,1140006,1441757,845572,596185,383508,311985,2268838,85414,1964,832,986,655,232,251132,3406,31194,523910,94489,2756,100.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,MADHYA PRADESH,2378458,1256257,1122201,1545719,908607,637112,501630,221936,2198297,103480,5580,4146,991,62992,168,366494,4546,24811,448408,165507,2771,100.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,MADHYA PRADESH,2228935,1157495,1071440,1371781,801051,570730,398569,319975,2158623,59471,2228,1163,364,3135,1689,294702,3754,22751,461831,114173,2641,100.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,MADHYA PRADESH,1311332,683743,627589,780362,469208,311154,271281,145512,1163607,137980,1404,640,357,6232,66,212138,1566,11166,270427,59220,1442,100.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,MADHYA PRADESH,1379131,695879,683252,864194,485341,378853,130797,519856,1145052,79739,1857,360,7288,4982,135315,228695,1182,10417,335045,47542,1369,100.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,MADHYA PRADESH,1066063,540021,526042,604194,348761,255433,89733,476008,997073,42426,2372,912,268,1737,19448,113184,1733,10817,233594,57846,1302,100.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,MADHYA PRADESH,1512681,780520,732161,894612,543509,351103,353914,37836,1321003,174724,815,631,179,13755,66,232735,1382,10797,312611,73997,1647,100.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,MADHYA PRADESH,687861,361784,326077,328025,208201,119824,108391,161448,638702,41396,230,6387,201,379,40,74770,273,5393,150146,26376,693,100.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,MADHYA PRADESH,1726050,919795,806255,900846,573242,327604,321515,227802,1648749,51200,1117,7151,3421,12171,72,148128,1852,15304,367859,66759,1827,100.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,MADHYA PRADESH,1127033,575912,551121,600785,353030,247755,130202,313304,1077545,34419,511,128,92,93,12556,102228,837,10790,250953,25916,3019,100.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,MADHYA PRADESH,1445166,760355,684811,747940,459353,288587,361604,67857,1383475,44143,588,251,109,15569,39,132725,1090,10899,322772,60220,1591,100.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,MADHYA PRADESH,1986864,1016289,970575,1240990,730817,510173,523869,48730,1718204,233133,4659,3241,945,24622,211,323379,7501,27733,300765,188684,2599,100.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,MADHYA PRADESH,644758,330674,314084,356672,210907,145765,58147,300687,620515,15966,667,190,70,220,6028,67975,839,6360,138100,29966,692,100.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,MADHYA PRADESH,1458875,769568,689307,862918,512344,350574,292144,67603,1287391,149548,1313,914,295,18490,70,181510,1926,12888,292579,83830,1583,100.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,MAHARASHTRA,1813906,932334,881572,1411281,758977,652304,364059,100280,1107809,357253,4483,1504,328033,10205,389,314490,6163,24232,308158,196077,3948,100.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,MAHARASHTRA,2888445,1480768,1407677,2251875,1207104,1044771,506374,404128,2055177,421410,7223,2242,383891,11360,3288,512492,9438,36185,508921,272894,6236,100.0,78.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,BIHAR,2540073,1318684,1221389,1466002,868733,597269,612064,1033,2291133,237353,2218,295,334,775,19,44456,2362,31168,428291,49006,2215,100.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,MAHARASHTRA,3701282,1924469,1776813,2503837,1430936,1072901,539368,143366,2545438,786677,15991,5142,309093,30981,1005,589477,23258,69937,551789,427343,8119,100.0,68.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,MAHARASHTRA,1200334,605520,594814,899860,488709,411151,200372,88886,1009352,26502,2145,831,154458,1017,3555,227025,2932,13165,283843,72575,2237,100.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,MAHARASHTRA,2585049,1349106,1235943,1718507,987185,731322,351254,32722,2174672,320395,2097,824,68482,8719,399,402052,5614,29198,563114,135457,4179,100.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,MAHARASHTRA,2586258,1337560,1248698,1879874,1048892,830982,470895,124837,1845424,354236,3531,1668,364229,12242,522,423036,4767,24877,575405,152787,4421,100.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,MAHARASHTRA,2204307,1123834,1080473,1578615,872565,706050,348365,389441,1780085,92297,10701,5251,286734,3861,23188,418666,8239,31419,451324,233331,5085,100.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,MAHARASHTRA,2050862,1054031,996831,1293916,723388,570528,127571,647315,1825460,187901,3653,1422,13405,12818,912,315332,6065,27139,382777,146013,3583,100.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,MAHARASHTRA,1322507,661554,660953,1004243,542837,461406,175961,214253,1153861,26157,1827,2160,125282,1568,5080,239981,2866,13595,319702,66813,2183,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,MAHARASHTRA,1177345,606294,571051,790743,450551,340192,182565,111954,863199,127552,992,643,176679,5278,103,159114,1221,9676,242456,41913,1853,100.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,MAHARASHTRA,4229917,2197365,2032552,2891882,1629223,1262659,389273,604367,3457615,560261,7091,3091,143865,27404,9662,720791,14297,56775,796223,373565,7988,100.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,MAHARASHTRA,1959046,1011473,947573,1195523,699428,496095,272266,42263,1504641,274221,12542,1629,152540,9619,336,288895,3791,17236,404746,98084,3363,100.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,MAHARASHTRA,3876001,1980658,1895343,2825845,1559760,1266085,504461,30206,3379906,286558,15573,1570,29766,154882,1274,770005,22269,71879,796496,382818,8464,100.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,MAHARASHTRA,2454196,1273140,1181056,1650672,932432,718240,480913,57488,2006984,367664,2387,935,66535,6387,310,381722,6217,29758,428616,157016,4574,100.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,MAHARASHTRA,4653570,2384975,2268595,3673808,1959220,1714588,867713,437571,3492202,390974,34667,20469,668050,24528,12181,917626,57964,135750,430844,877522,14073,100.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,MAHARASHTRA,3361292,1730075,1631217,2189425,1255222,934203,640483,281695,2501741,471951,3902,13540,354189,5049,1273,488748,7548,43055,591119,230563,6214,100.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,MAHARASHTRA,1648295,833170,815125,906509,512099,394410,47985,1141933,1521618,96182,8467,685,4969,6191,2907,186202,2579,17047,333440,71572,2446,100.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,MAHARASHTRA,6107187,3157186,2950001,4345366,2397538,1947828,554687,1564369,5237009,693052,23946,8912,94783,38212,1795,904710,45039,138887,904661,764271,13629,100.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,MAHARASHTRA,1657576,861535,796041,1137810,644304,493506,265184,36039,1437623,178925,942,340,28216,4530,195,240042,3209,18183,367158,77832,2786,100.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,MAHARASHTRA,1836086,942870,893216,1157814,666291,491523,247308,40514,1328385,306364,2081,1371,187899,6238,262,272486,3982,21196,293480,133759,3410,100.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,MAHARASHTRA,9429408,4924105,4505303,7171723,3940210,3231513,1180703,348876,8090254,673704,134192,27090,340404,127786,9873,1925019,235018,490260,1165718,2056739,27223,100.0,76.0
